Order_ID,Order_Date,Customer_ID,Segment,Region,Category,Product,Quantity,Unit_Price,Sales,Discount,Profit
ORD004921,2023-08-22,CUST9309,Consumer,South,Technology,USB Drive,3,19.59,58.78,0.0,5.89
ORD004922,2023-08-22,CUST8702,Home Office,West,Office Supplies,Folder,1,2.59,2.07,0.2,0.41
ORD004922,2023-08-22,CUST8702,Home Office,West,Furniture,Table,3,398.05,1134.43,0.05,196.5
ORD004923,2023-08-22,CUST6138,Corporate,East,Technology,USB Drive,1,26.69,22.69,0.15,5.12
ORD004924,2023-08-22,CUST4718,Consumer,East,Furniture,Bookshelf,2,219.03,438.05,0.0,64.45
ORD004925,2023-08-22,CUST3561,Corporate,South,Technology,Monitor,4,212.49,849.98,0.0,95.31
ORD004926,2023-08-23,CUST6314,Consumer,West,Office Supplies,Pen,1,4.17,4.17,0.0,0.72
ORD004926,2023-08-23,CUST6314,Consumer,West,Furniture,Cabinet,2,286.62,573.25,0.0,58.63
ORD004927,2023-08-23,CUST7436,Consumer,West,Technology,Headphones,1,54.32,51.61,0.05,14.26
ORD004927,2023-08-23,CUST7436,Consumer,West,Furniture,Cabinet,2,424.56,849.13,0.0,185.53
ORD004927,2023-08-23,CUST7436,Consumer,West,Office Supplies,Folder,1,3.11,3.11,0.0,0.46
ORD004927,2023-08-23,CUST7436,Consumer,West,Technology,Mouse,1,47.57,45.19,0.05,12.28
ORD004928,2023-08-23,CUST1072,Consumer,West,Office Supplies,Paper,2,12.87,25.74,0.0,3.59
ORD004929,2023-08-23,CUST1642,Corporate,North,Office Supplies,Stapler,1,17.16,17.16,0.0,2.13
ORD004930,2023-08-23,CUST6962,Consumer,West,Technology,Monitor,2,393.49,786.98,0.0,148.38
ORD004931,2023-08-23,CUST8069,Consumer,East,Furniture,Table,3,531.16,1593.48,0.0,381.97
ORD004931,2023-08-23,CUST8069,Consumer,East,Technology,USB Drive,2,22.38,44.75,0.0,12.36
ORD004932,2023-08-23,CUST4889,Consumer,East,Technology,Laptop,1,957.36,957.36,0.0,143.37
ORD004933,2023-08-23,CUST7828,Corporate,East,Technology,Mouse,3,38.45,115.35,0.0,24.93
ORD004933,2023-08-23,CUST7828,Corporate,East,Furniture,Cabinet,1,375.06,375.06,0.0,46.24
ORD004934,2023-08-23,CUST2431,Corporate,West,Furniture,Cabinet,1,297.21,297.21,0.0,62.3
ORD004935,2023-08-23,CUST7969,Consumer,West,Technology,Webcam,2,141.78,283.57,0.0,31.62
ORD004936,2023-08-23,CUST7135,Corporate,North,Technology,Laptop,1,855.4,855.4,0.0,110.31
ORD004936,2023-08-23,CUST7135,Corporate,North,Office Supplies,Envelope,2,19.39,38.77,0.0,6.89
ORD004936,2023-08-23,CUST7135,Corporate,North,Technology,Mouse,1,49.91,42.42,0.15,6.6
ORD004937,2023-08-23,CUST3138,Consumer,North,Technology,USB Drive,4,15.91,57.28,0.1,10.65
ORD004937,2023-08-23,CUST3138,Consumer,North,Technology,Monitor,1,293.34,293.34,0.0,32.98
ORD004938,2023-08-23,CUST1256,Consumer,South,Technology,Webcam,2,125.8,251.61,0.0,70.81
ORD004939,2023-08-23,CUST4438,Consumer,East,Office Supplies,Folder,1,2.91,2.91,0.0,0.58
ORD004939,2023-08-23,CUST4438,Consumer,East,Furniture,Bookshelf,3,181.5,544.49,0.0,136.85
ORD004939,2023-08-23,CUST4438,Consumer,East,Technology,Headphones,2,135.81,271.63,0.0,51.25
ORD004939,2023-08-23,CUST4438,Consumer,East,Office Supplies,Envelope,1,8.28,8.28,0.0,1.98
ORD004940,2023-08-23,CUST1582,Consumer,North,Technology,Headphones,1,154.29,154.29,0.0,42.71
ORD004941,2023-08-23,CUST5278,Consumer,West,Office Supplies,Folder,1,7.75,7.75,0.0,0.83
ORD004941,2023-08-23,CUST5278,Consumer,West,Furniture,Chair,2,141.33,282.67,0.0,43.61
ORD004941,2023-08-23,CUST5278,Consumer,West,Furniture,Cabinet,4,440.99,1763.95,0.0,467.52
ORD004941,2023-08-23,CUST5278,Consumer,West,Furniture,Bookshelf,1,155.64,155.64,0.0,28.64
ORD004941,2023-08-23,CUST5278,Consumer,West,Office Supplies,Paper,1,13.26,11.27,0.15,2.36
ORD004942,2023-08-23,CUST9810,Consumer,West,Technology,Laptop,2,1407.89,2815.77,0.0,672.92
ORD004943,2023-08-23,CUST5377,Corporate,West,Technology,Keyboard,2,113.65,227.31,0.0,38.26
ORD004943,2023-08-23,CUST5377,Corporate,West,Technology,Monitor,1,426.93,362.89,0.15,107.77
ORD004944,2023-08-24,CUST4056,Home Office,South,Furniture,Desk,1,706.16,706.16,0.0,134.83
ORD004944,2023-08-24,CUST4056,Home Office,South,Office Supplies,Folder,1,3.26,3.26,0.0,0.59
ORD004945,2023-08-24,CUST4467,Consumer,South,Technology,Mouse,1,21.95,21.95,0.0,6.25
ORD004945,2023-08-24,CUST4467,Consumer,South,Office Supplies,Pen,1,4.78,4.78,0.0,1.38
ORD004946,2023-08-24,CUST3864,Corporate,East,Office Supplies,Envelope,1,12.13,12.13,0.0,1.71
ORD004947,2023-08-24,CUST9784,Home Office,North,Technology,Keyboard,2,66.61,133.22,0.0,16.21
ORD004948,2023-08-24,CUST4273,Consumer,East,Office Supplies,Paper,1,20.08,20.08,0.0,2.42
ORD004949,2023-08-24,CUST7518,Home Office,South,Technology,USB Drive,1,27.33,27.33,0.0,6.71
ORD004949,2023-08-24,CUST7518,Home Office,South,Furniture,Cabinet,1,167.8,167.8,0.0,37.08
ORD004949,2023-08-24,CUST7518,Home Office,South,Furniture,Bookshelf,1,253.27,253.27,0.0,27.12
ORD004949,2023-08-24,CUST7518,Home Office,South,Technology,Webcam,1,88.16,88.16,0.0,16.61
ORD004949,2023-08-24,CUST7518,Home Office,South,Technology,Headphones,1,48.09,48.09,0.0,14.3
ORD004950,2023-08-24,CUST1457,Home Office,West,Furniture,Chair,2,304.92,548.86,0.1,156.2
ORD004950,2023-08-24,CUST1457,Home Office,West,Office Supplies,Binder,2,6.29,11.95,0.05,1.53
ORD004950,2023-08-24,CUST1457,Home Office,West,Office Supplies,Pen,1,4.84,4.84,0.0,0.94
ORD004951,2023-08-24,CUST5924,Consumer,South,Furniture,Chair,1,297.11,297.11,0.0,67.26
ORD004952,2023-08-24,CUST6072,Consumer,North,Office Supplies,Pen,3,2.02,6.07,0.0,1.06
ORD004952,2023-08-24,CUST6072,Consumer,North,Furniture,Cabinet,1,363.08,363.08,0.0,96.29
ORD004952,2023-08-24,CUST6072,Consumer,North,Furniture,Bookshelf,1,164.8,164.8,0.0,47.09
ORD004953,2023-08-24,CUST6733,Corporate,South,Office Supplies,Stapler,2,9.27,18.54,0.0,4.1
ORD004954,2023-08-24,CUST6937,Consumer,South,Office Supplies,Paper,3,14.41,43.23,0.0,6.16
ORD004955,2023-08-24,CUST8731,Consumer,West,Technology,USB Drive,1,21.82,21.82,0.0,3.6
ORD004956,2023-08-24,CUST3638,Corporate,North,Office Supplies,Folder,1,7.45,7.45,0.0,1.58
ORD004956,2023-08-24,CUST3638,Corporate,North,Technology,Mouse,1,37.05,37.05,0.0,5.69
ORD004956,2023-08-24,CUST3638,Corporate,North,Technology,Laptop,3,946.31,2838.92,0.0,579.59
ORD004956,2023-08-24,CUST3638,Corporate,North,Furniture,Cabinet,1,495.44,495.44,0.0,94.13
ORD004957,2023-08-24,CUST2471,Home Office,West,Technology,Headphones,1,130.59,130.59,0.0,30.8
ORD004957,2023-08-24,CUST2471,Home Office,West,Technology,Keyboard,1,91.61,91.61,0.0,22.93
ORD004958,2023-08-25,CUST4201,Consumer,South,Technology,Laptop,1,1002.83,1002.83,0.0,105.07
ORD004959,2023-08-25,CUST4079,Corporate,North,Office Supplies,Envelope,1,16.65,16.65,0.0,2.0
ORD004960,2023-08-25,CUST8979,Consumer,North,Technology,Webcam,2,145.56,291.12,0.0,41.8
ORD004961,2023-08-25,CUST2842,Corporate,South,Technology,Monitor,1,403.9,403.9,0.0,48.13
ORD004962,2023-08-25,CUST7693,Consumer,West,Technology,Keyboard,2,108.76,217.53,0.0,63.54
ORD004962,2023-08-25,CUST7693,Consumer,West,Technology,Laptop,1,1283.48,1283.48,0.0,363.86
ORD004963,2023-08-25,CUST3876,Corporate,North,Furniture,Table,1,321.02,321.02,0.0,56.71
ORD004963,2023-08-25,CUST3876,Corporate,North,Furniture,Desk,3,240.51,649.38,0.1,74.66
ORD004963,2023-08-25,CUST3876,Corporate,North,Technology,Monitor,1,430.21,408.7,0.05,101.06
ORD004964,2023-08-25,CUST3061,Corporate,South,Technology,Webcam,1,44.4,44.4,0.0,12.15
ORD004965,2023-08-25,CUST3424,Consumer,West,Technology,Monitor,1,270.13,256.62,0.05,71.59
ORD004966,2023-08-25,CUST9988,Consumer,South,Technology,Headphones,3,89.94,269.83,0.0,40.32
ORD004967,2023-08-25,CUST5747,Home Office,North,Technology,Webcam,1,65.18,65.18,0.0,7.62
ORD004967,2023-08-25,CUST5747,Home Office,North,Furniture,Chair,4,318.23,1081.97,0.15,290.55
ORD004968,2023-08-25,CUST2306,Home Office,South,Technology,Laptop,1,1400.48,1400.48,0.0,301.33
ORD004969,2023-08-25,CUST7165,Consumer,East,Technology,Headphones,4,54.06,216.25,0.0,36.69
ORD004970,2023-08-25,CUST3870,Consumer,East,Office Supplies,Pen,3,2.74,8.23,0.0,1.31
ORD004970,2023-08-25,CUST3870,Consumer,East,Furniture,Table,1,529.78,423.82,0.2,94.09
ORD004970,2023-08-25,CUST3870,Consumer,East,Furniture,Cabinet,1,282.66,282.66,0.0,54.44
ORD004970,2023-08-25,CUST3870,Consumer,East,Office Supplies,Stapler,1,18.65,18.65,0.0,2.07
ORD004971,2023-08-25,CUST2592,Consumer,East,Technology,Laptop,2,809.51,1619.02,0.0,458.91
ORD004971,2023-08-25,CUST2592,Consumer,East,Technology,Mouse,4,21.66,86.64,0.0,24.96
ORD004971,2023-08-25,CUST2592,Consumer,East,Office Supplies,Envelope,1,8.83,8.83,0.0,1.83
ORD004972,2023-08-25,CUST7358,Home Office,East,Technology,Mouse,1,30.18,30.18,0.0,6.4
ORD004972,2023-08-25,CUST7358,Home Office,East,Office Supplies,Pen,1,4.22,4.22,0.0,1.01
ORD004973,2023-08-25,CUST7129,Consumer,East,Office Supplies,Pen,2,1.03,1.65,0.2,0.48
ORD004973,2023-08-25,CUST7129,Consumer,East,Technology,Headphones,1,138.98,118.13,0.15,15.41
ORD004974,2023-08-25,CUST8508,Consumer,North,Furniture,Chair,1,372.3,372.3,0.0,62.1
ORD004975,2023-08-25,CUST6801,Consumer,East,Technology,Headphones,1,64.6,64.6,0.0,12.86
ORD004975,2023-08-25,CUST6801,Consumer,East,Technology,Mouse,1,29.51,29.51,0.0,4.57
ORD004975,2023-08-25,CUST6801,Consumer,East,Technology,Webcam,3,108.14,324.41,0.0,95.0
ORD004976,2023-08-25,CUST6626,Consumer,North,Technology,Mouse,1,43.86,43.86,0.0,11.6
ORD004976,2023-08-25,CUST6626,Consumer,North,Technology,Mouse,2,34.2,68.4,0.0,8.16
ORD004976,2023-08-25,CUST6626,Consumer,North,Office Supplies,Pen,1,4.83,4.83,0.0,1.35
ORD004977,2023-08-25,CUST6809,Corporate,East,Office Supplies,Paper,4,14.7,58.79,0.0,11.57
ORD004978,2023-08-25,CUST1351,Corporate,West,Furniture,Chair,1,232.91,232.91,0.0,48.22
ORD004979,2023-08-25,CUST2044,Consumer,North,Office Supplies,Folder,2,5.01,10.03,0.0,2.77
ORD004980,2023-08-26,CUST2062,Consumer,South,Technology,USB Drive,3,28.66,85.99,0.0,15.71
ORD004980,2023-08-26,CUST2062,Consumer,South,Furniture,Bookshelf,1,101.68,101.68,0.0,26.51
ORD004980,2023-08-26,CUST2062,Consumer,South,Office Supplies,Notebook,1,8.82,8.82,0.0,2.25
ORD004981,2023-08-26,CUST4580,Consumer,South,Office Supplies,Stapler,4,16.58,66.32,0.0,16.93
ORD004981,2023-08-26,CUST4580,Consumer,South,Furniture,Desk,1,518.01,518.01,0.0,66.46
ORD004982,2023-08-26,CUST3209,Consumer,East,Technology,Laptop,1,1029.49,1029.49,0.0,118.4
ORD004982,2023-08-26,CUST3209,Consumer,East,Office Supplies,Folder,1,6.4,6.4,0.0,1.04
ORD004983,2023-08-26,CUST1722,Consumer,East,Technology,USB Drive,1,29.17,26.25,0.1,3.96
ORD004983,2023-08-26,CUST1722,Consumer,East,Office Supplies,Notebook,1,10.85,10.31,0.05,1.05
ORD004983,2023-08-26,CUST1722,Consumer,East,Technology,Headphones,1,98.24,98.24,0.0,13.25
ORD004984,2023-08-26,CUST6682,Corporate,South,Technology,Monitor,1,479.03,479.03,0.0,58.28
ORD004984,2023-08-26,CUST6682,Corporate,South,Furniture,Table,1,529.7,529.7,0.0,128.33
ORD004985,2023-08-26,CUST7264,Corporate,South,Technology,Headphones,1,145.61,145.61,0.0,31.18
ORD004985,2023-08-26,CUST7264,Corporate,South,Furniture,Desk,1,628.62,628.62,0.0,182.39
ORD004986,2023-08-26,CUST2150,Corporate,North,Technology,USB Drive,1,20.01,19.01,0.05,3.93
ORD004987,2023-08-26,CUST4858,Home Office,South,Office Supplies,Stapler,1,11.05,11.05,0.0,1.71
ORD004988,2023-08-26,CUST3813,Home Office,North,Technology,Mouse,1,28.38,28.38,0.0,8.19
ORD004988,2023-08-26,CUST3813,Home Office,North,Furniture,Bookshelf,2,127.89,243.0,0.05,36.19
ORD004988,2023-08-26,CUST3813,Home Office,North,Office Supplies,Notebook,1,12.8,10.24,0.2,3.03
ORD004989,2023-08-26,CUST9134,Corporate,North,Technology,USB Drive,1,17.27,17.27,0.0,3.7
ORD004989,2023-08-26,CUST9134,Corporate,North,Furniture,Chair,4,294.96,1179.82,0.0,123.27
ORD004990,2023-08-26,CUST1476,Consumer,South,Technology,Laptop,3,1408.61,4225.83,0.0,1191.05
ORD004990,2023-08-26,CUST1476,Consumer,South,Furniture,Desk,2,722.78,1445.55,0.0,323.51
ORD004991,2023-08-26,CUST6250,Corporate,North,Furniture,Cabinet,1,449.45,449.45,0.0,124.85
ORD004992,2023-08-26,CUST9348,Home Office,East,Office Supplies,Notebook,1,5.95,5.95,0.0,0.86
ORD004992,2023-08-26,CUST9348,Home Office,East,Office Supplies,Stapler,2,15.01,24.01,0.2,4.76
ORD004993,2023-08-26,CUST3991,Consumer,North,Furniture,Table,2,437.11,874.23,0.0,197.72
ORD004993,2023-08-26,CUST3991,Consumer,North,Technology,Headphones,4,85.03,340.12,0.0,58.62
ORD004994,2023-08-26,CUST1949,Consumer,West,Furniture,Cabinet,1,253.78,253.78,0.0,42.44
ORD004995,2023-08-26,CUST9268,Consumer,East,Technology,Headphones,3,65.95,197.85,0.0,38.84
ORD004996,2023-08-26,CUST1236,Consumer,West,Technology,Monitor,1,359.98,359.98,0.0,81.16
ORD004997,2023-08-26,CUST1084,Consumer,East,Furniture,Cabinet,2,376.86,753.73,0.0,112.06
ORD004997,2023-08-26,CUST1084,Consumer,East,Furniture,Chair,1,304.61,304.61,0.0,79.16
ORD004997,2023-08-26,CUST1084,Consumer,East,Office Supplies,Folder,1,4.16,4.16,0.0,0.57
ORD004998,2023-08-26,CUST6557,Corporate,East,Technology,Keyboard,1,78.47,78.47,0.0,16.9
ORD004999,2023-08-26,CUST8905,Home Office,East,Technology,Monitor,2,285.4,570.81,0.0,142.13
ORD004999,2023-08-26,CUST8905,Home Office,East,Office Supplies,Pen,1,1.57,1.57,0.0,0.21
ORD005000,2023-08-26,CUST8324,Consumer,West,Technology,Laptop,1,933.1,933.1,0.0,158.28
ORD005000,2023-08-26,CUST8324,Consumer,West,Office Supplies,Pen,1,4.23,4.23,0.0,1.13
ORD005000,2023-08-26,CUST8324,Consumer,West,Technology,Headphones,1,138.08,138.08,0.0,24.2
ORD005001,2023-08-26,CUST5595,Corporate,North,Furniture,Desk,2,613.71,981.93,0.2,227.41
ORD005002,2023-08-27,CUST2288,Consumer,West,Technology,Mouse,2,19.76,39.52,0.0,9.36
ORD005002,2023-08-27,CUST2288,Consumer,West,Technology,Webcam,1,107.61,96.85,0.1,17.67
ORD005002,2023-08-27,CUST2288,Consumer,West,Technology,Keyboard,2,40.84,81.69,0.0,24.04
ORD005002,2023-08-27,CUST2288,Consumer,West,Technology,Laptop,1,1115.61,1115.61,0.0,132.31
ORD005003,2023-08-27,CUST8854,Consumer,North,Furniture,Bookshelf,1,130.37,130.37,0.0,23.31
ORD005004,2023-08-27,CUST2975,Consumer,West,Office Supplies,Binder,1,5.99,5.99,0.0,1.17
ORD005005,2023-08-27,CUST1266,Consumer,East,Technology,USB Drive,1,29.47,29.47,0.0,7.07
ORD005006,2023-08-27,CUST7869,Home Office,North,Technology,Webcam,1,101.75,101.75,0.0,12.89
ORD005006,2023-08-27,CUST7869,Home Office,North,Technology,Headphones,1,129.25,129.25,0.0,16.75
ORD005007,2023-08-27,CUST5020,Corporate,West,Office Supplies,Folder,1,3.54,3.54,0.0,0.83
ORD005007,2023-08-27,CUST5020,Corporate,West,Technology,Webcam,1,123.12,123.12,0.0,22.03
ORD005007,2023-08-27,CUST5020,Corporate,West,Technology,USB Drive,1,28.2,28.2,0.0,4.2
ORD005008,2023-08-27,CUST1413,Consumer,South,Technology,Laptop,1,1490.3,1490.3,0.0,433.18
ORD005008,2023-08-27,CUST1413,Consumer,South,Technology,Mouse,2,36.98,73.95,0.0,22.16
ORD005009,2023-08-27,CUST2386,Corporate,West,Technology,Headphones,1,136.43,136.43,0.0,32.48
ORD005009,2023-08-27,CUST2386,Corporate,West,Technology,Keyboard,1,111.61,111.61,0.0,15.41
ORD005009,2023-08-27,CUST2386,Corporate,West,Technology,Mouse,1,27.15,27.15,0.0,3.55
ORD005010,2023-08-27,CUST2713,Corporate,West,Technology,Keyboard,1,106.34,90.39,0.15,25.82
ORD005010,2023-08-27,CUST2713,Corporate,West,Office Supplies,Folder,1,6.73,6.73,0.0,1.98
ORD005010,2023-08-27,CUST2713,Corporate,West,Office Supplies,Envelope,3,9.15,27.45,0.0,5.69
ORD005011,2023-08-27,CUST9803,Home Office,East,Technology,Webcam,1,135.38,135.38,0.0,35.99
ORD005011,2023-08-27,CUST9803,Home Office,East,Technology,Mouse,3,24.05,72.15,0.0,16.94
ORD005011,2023-08-27,CUST9803,Home Office,East,Furniture,Cabinet,2,158.98,270.27,0.15,43.87
ORD005012,2023-08-27,CUST2890,Consumer,West,Technology,Webcam,1,141.45,141.45,0.0,17.14
ORD005012,2023-08-27,CUST2890,Consumer,West,Office Supplies,Binder,1,14.31,14.31,0.0,1.51
ORD005012,2023-08-27,CUST2890,Consumer,West,Furniture,Cabinet,3,305.76,917.28,0.0,139.48
ORD005013,2023-08-27,CUST7594,Corporate,South,Furniture,Chair,1,280.74,280.74,0.0,62.64
ORD005014,2023-08-27,CUST3804,Consumer,East,Furniture,Chair,2,136.01,272.03,0.0,63.11
ORD005014,2023-08-27,CUST3804,Consumer,East,Office Supplies,Paper,1,24.29,24.29,0.0,3.02
ORD005015,2023-08-27,CUST2843,Consumer,East,Technology,Webcam,1,53.34,53.34,0.0,14.92
ORD005015,2023-08-27,CUST2843,Consumer,East,Furniture,Cabinet,2,242.93,485.86,0.0,125.19
ORD005015,2023-08-27,CUST2843,Consumer,East,Office Supplies,Stapler,1,8.42,8.42,0.0,1.91
ORD005016,2023-08-27,CUST2779,Consumer,South,Furniture,Chair,1,303.37,288.2,0.05,69.08
ORD005016,2023-08-27,CUST2779,Consumer,South,Office Supplies,Pen,1,4.86,4.86,0.0,1.22
ORD005016,2023-08-27,CUST2779,Consumer,South,Technology,Laptop,1,1078.9,1078.9,0.0,219.8
ORD005017,2023-08-28,CUST8364,Consumer,East,Technology,Monitor,1,208.17,208.17,0.0,40.16
ORD005018,2023-08-28,CUST9391,Consumer,East,Furniture,Chair,2,167.55,335.1,0.0,71.25
ORD005018,2023-08-28,CUST9391,Consumer,East,Technology,Laptop,1,1252.16,1252.16,0.0,128.93
ORD005018,2023-08-28,CUST9391,Consumer,East,Technology,Monitor,2,346.72,693.43,0.0,81.87
ORD005018,2023-08-28,CUST9391,Consumer,East,Furniture,Desk,1,626.6,626.6,0.0,141.3
ORD005019,2023-08-28,CUST3589,Corporate,South,Office Supplies,Pen,4,1.04,4.16,0.0,0.44
ORD005020,2023-08-28,CUST3605,Consumer,South,Technology,Mouse,4,26.01,88.44,0.15,22.2
ORD005021,2023-08-28,CUST4351,Consumer,North,Office Supplies,Paper,2,11.77,23.54,0.0,4.24
ORD005021,2023-08-28,CUST4351,Consumer,North,Technology,Laptop,1,1211.37,1211.37,0.0,212.86
ORD005022,2023-08-28,CUST5553,Home Office,West,Furniture,Bookshelf,1,269.23,269.23,0.0,30.27
ORD005022,2023-08-28,CUST5553,Home Office,West,Office Supplies,Notebook,1,8.95,8.95,0.0,1.27
ORD005023,2023-08-28,CUST6139,Home Office,South,Technology,Monitor,1,282.45,282.45,0.0,74.62
ORD005023,2023-08-28,CUST6139,Home Office,South,Technology,Keyboard,1,102.16,102.16,0.0,21.97
ORD005024,2023-08-28,CUST8966,Consumer,West,Technology,Laptop,4,1346.91,5387.62,0.0,1175.32
ORD005024,2023-08-28,CUST8966,Consumer,West,Technology,Mouse,1,49.39,49.39,0.0,5.86
ORD005025,2023-08-28,CUST5453,Consumer,West,Technology,USB Drive,1,25.33,25.33,0.0,3.37
ORD005026,2023-08-29,CUST3284,Corporate,South,Office Supplies,Notebook,1,5.02,5.02,0.0,1.32
ORD005026,2023-08-29,CUST3284,Corporate,South,Technology,Keyboard,2,36.21,72.41,0.0,13.65
ORD005027,2023-08-29,CUST6106,Corporate,West,Office Supplies,Folder,1,9.96,9.96,0.0,1.74
ORD005028,2023-08-29,CUST9200,Consumer,East,Furniture,Desk,1,645.8,645.8,0.0,72.6
ORD005029,2023-08-29,CUST6497,Consumer,East,Technology,Webcam,1,122.03,122.03,0.0,23.24
ORD005029,2023-08-29,CUST6497,Consumer,East,Technology,USB Drive,1,17.8,16.02,0.1,4.3
ORD005029,2023-08-29,CUST6497,Consumer,East,Furniture,Desk,1,645.15,645.15,0.0,97.91
ORD005030,2023-08-29,CUST2767,Consumer,North,Furniture,Bookshelf,4,216.62,866.49,0.0,134.86
ORD005031,2023-08-29,CUST7089,Corporate,South,Office Supplies,Envelope,2,17.62,35.24,0.0,10.3
ORD005031,2023-08-29,CUST7089,Corporate,South,Technology,USB Drive,3,24.07,72.2,0.0,8.13
ORD005031,2023-08-29,CUST7089,Corporate,South,Technology,Mouse,1,47.66,40.51,0.15,9.65
ORD005032,2023-08-29,CUST2517,Consumer,West,Office Supplies,Pen,1,2.72,2.72,0.0,0.71
ORD005032,2023-08-29,CUST2517,Consumer,West,Office Supplies,Paper,1,15.14,15.14,0.0,4.18
ORD005033,2023-08-29,CUST7539,Corporate,North,Technology,Keyboard,2,90.33,180.67,0.0,54.04
ORD005034,2023-08-29,CUST8728,Consumer,West,Office Supplies,Envelope,1,18.3,18.3,0.0,2.09
ORD005034,2023-08-29,CUST8728,Consumer,West,Technology,Mouse,1,38.31,36.4,0.05,4.87
ORD005034,2023-08-29,CUST8728,Consumer,West,Technology,USB Drive,2,13.28,26.55,0.0,5.12
ORD005035,2023-08-29,CUST1631,Corporate,West,Technology,Headphones,2,113.32,226.64,0.0,38.99
ORD005035,2023-08-29,CUST1631,Corporate,West,Technology,Mouse,4,21.62,86.48,0.0,12.77
ORD005036,2023-08-29,CUST7948,Consumer,East,Technology,Laptop,2,802.12,1604.24,0.0,453.99
ORD005037,2023-08-29,CUST6043,Home Office,South,Technology,Keyboard,2,103.86,207.72,0.0,22.92
ORD005038,2023-08-29,CUST7609,Corporate,West,Furniture,Table,1,188.82,179.38,0.05,52.15
ORD005039,2023-08-29,CUST3179,Corporate,South,Technology,Keyboard,4,35.36,141.45,0.0,29.92
ORD005039,2023-08-29,CUST3179,Corporate,South,Furniture,Desk,1,632.69,632.69,0.0,179.41
ORD005040,2023-08-29,CUST2440,Consumer,North,Office Supplies,Paper,1,9.29,9.29,0.0,0.96
ORD005040,2023-08-29,CUST2440,Consumer,North,Technology,Laptop,1,1267.04,1013.64,0.2,297.27
ORD005040,2023-08-29,CUST2440,Consumer,North,Furniture,Table,1,516.71,516.71,0.0,107.77
ORD005040,2023-08-29,CUST2440,Consumer,North,Furniture,Desk,2,613.94,1105.09,0.1,129.99
ORD005041,2023-08-29,CUST8375,Corporate,South,Furniture,Chair,1,268.8,268.8,0.0,32.87
ORD005042,2023-08-29,CUST9947,Consumer,East,Furniture,Bookshelf,2,141.56,283.12,0.0,32.28
ORD005042,2023-08-29,CUST9947,Consumer,East,Office Supplies,Envelope,2,12.95,25.89,0.0,2.92
ORD005042,2023-08-29,CUST9947,Consumer,East,Technology,Headphones,2,63.17,120.02,0.05,28.8
ORD005043,2023-08-29,CUST5234,Home Office,East,Office Supplies,Folder,1,7.33,6.23,0.15,1.52
ORD005043,2023-08-29,CUST5234,Home Office,East,Furniture,Table,2,293.49,498.94,0.15,97.59
ORD005043,2023-08-29,CUST5234,Home Office,East,Office Supplies,Notebook,1,7.52,7.52,0.0,1.0
ORD005044,2023-08-30,CUST3523,Consumer,South,Office Supplies,Notebook,2,7.97,15.15,0.05,2.16
ORD005044,2023-08-30,CUST3523,Consumer,South,Technology,Mouse,1,41.12,41.12,0.0,9.99
ORD005045,2023-08-30,CUST3822,Consumer,North,Furniture,Table,1,322.55,322.55,0.0,72.69
ORD005046,2023-08-30,CUST8321,Consumer,East,Technology,Laptop,1,1291.49,1291.49,0.0,271.51
ORD005046,2023-08-30,CUST8321,Consumer,East,Technology,Mouse,3,23.19,69.58,0.0,9.9
ORD005046,2023-08-30,CUST8321,Consumer,East,Technology,Keyboard,1,71.57,71.57,0.0,17.13
ORD005047,2023-08-30,CUST3569,Consumer,West,Office Supplies,Envelope,2,19.29,38.59,0.0,9.0
ORD005048,2023-08-30,CUST7808,Consumer,North,Office Supplies,Envelope,2,15.32,30.63,0.0,4.34
ORD005048,2023-08-30,CUST7808,Consumer,North,Office Supplies,Notebook,1,4.75,4.75,0.0,1.18
ORD005049,2023-08-30,CUST2089,Consumer,West,Office Supplies,Envelope,1,19.72,19.72,0.0,2.79
ORD005050,2023-08-30,CUST7318,Consumer,South,Office Supplies,Pen,2,4.15,6.65,0.2,0.95
ORD005051,2023-08-30,CUST5508,Corporate,East,Technology,Headphones,2,62.5,124.99,0.0,20.87
ORD005052,2023-08-30,CUST2956,Corporate,North,Technology,Mouse,1,15.47,15.47,0.0,2.04
ORD005052,2023-08-30,CUST2956,Corporate,North,Technology,Headphones,3,164.45,493.36,0.0,92.0
ORD005053,2023-08-30,CUST4481,Consumer,South,Office Supplies,Folder,1,7.66,7.66,0.0,1.56
ORD005053,2023-08-30,CUST4481,Consumer,South,Technology,Webcam,3,147.63,442.89,0.0,48.12
ORD005054,2023-08-30,CUST6800,Consumer,North,Office Supplies,Folder,1,9.53,9.53,0.0,2.07
ORD005055,2023-08-30,CUST8863,Consumer,East,Furniture,Cabinet,1,363.95,327.55,0.1,80.78
ORD005055,2023-08-30,CUST8863,Consumer,East,Technology,Monitor,1,515.08,515.08,0.0,80.42
ORD005055,2023-08-30,CUST8863,Consumer,East,Furniture,Bookshelf,1,110.84,110.84,0.0,31.74
ORD005055,2023-08-30,CUST8863,Consumer,East,Furniture,Desk,1,271.93,244.74,0.1,65.34
ORD005056,2023-08-31,CUST3710,Corporate,East,Office Supplies,Folder,3,6.09,18.28,0.0,3.62
ORD005056,2023-08-31,CUST3710,Corporate,East,Furniture,Cabinet,1,329.26,263.41,0.2,52.25
ORD005056,2023-08-31,CUST3710,Corporate,East,Technology,USB Drive,1,13.23,13.23,0.0,2.33
