Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST2902,230,4,1422.5500000000002,4,2,1,421,7,Potential
CUST2904,200,2,1669.45,4,1,1,411,6,At Risk
CUST2905,4,3,1447.42,5,2,1,521,8,Potential
CUST2906,18,3,1185.21,5,2,1,521,8,Potential
CUST2907,269,1,1563.66,4,1,1,411,6,At Risk
CUST2908,221,2,645.12,4,1,1,411,6,At Risk
CUST2909,54,3,277.45,5,2,1,521,8,Potential
CUST2910,533,1,1233.97,2,1,1,211,4,At Risk
CUST2911,228,2,529.98,4,1,1,411,6,At Risk
CUST2913,230,3,1823.86,4,2,1,421,7,Potential
CUST2914,3,1,99.14,5,1,1,511,7,Potential
CUST2915,78,3,2889.82,5,2,2,522,9,Potential
CUST2917,632,1,16.5,1,1,1,111,3,At Risk
CUST2918,617,1,37.72,1,1,1,111,3,At Risk
CUST2919,400,1,633.73,3,1,1,311,5,At Risk
CUST2920,195,2,1238.02,4,1,1,411,6,At Risk
CUST2921,43,2,166.77999999999997,5,1,1,511,7,Potential
CUST2922,200,1,2015.58,4,1,1,411,6,At Risk
CUST2923,213,3,2416.39,4,2,2,422,8,Potential
CUST2924,663,1,466.11,1,1,1,111,3,At Risk
CUST2925,90,2,976.77,5,1,1,511,7,Potential
CUST2926,652,1,283.07,1,1,1,111,3,At Risk
CUST2927,212,1,1896.8700000000001,4,1,1,411,6,At Risk
CUST2929,45,3,3430.19,5,2,2,522,9,Potential
CUST2930,134,3,874.86,5,2,1,521,8,Potential
CUST2931,139,2,482.9,5,1,1,511,7,Potential
CUST2932,725,1,1964.29,1,1,1,111,3,At Risk
CUST2933,520,1,34.45,2,1,1,211,4,At Risk
CUST2934,222,1,444.63,4,1,1,411,6,At Risk
CUST2935,36,1,69.06,5,1,1,511,7,Potential
CUST2936,462,1,485.09999999999997,2,1,1,211,4,At Risk
CUST2937,573,1,2030.0,2,1,1,211,4,At Risk
CUST2938,167,2,856.83,4,1,1,411,6,At Risk
CUST2939,209,3,1853.84,4,2,1,421,7,Potential
CUST2940,639,2,740.65,1,1,1,111,3,At Risk
CUST2942,433,3,1959.1100000000001,3,2,1,321,6,At Risk
CUST2943,59,1,487.27,5,1,1,511,7,Potential
CUST2945,504,1,35.17,2,1,1,211,4,At Risk
CUST2946,205,1,306.53,4,1,1,411,6,At Risk
CUST2948,234,2,3824.85,4,1,2,412,7,Potential
CUST2949,229,2,1797.02,4,1,1,411,6,At Risk
CUST2951,353,1,47.72,3,1,1,311,5,At Risk
CUST2952,122,6,2846.65,5,4,2,542,11,Loyal
CUST2954,258,3,271.98,4,2,1,421,7,Potential
CUST2955,45,6,3715.3199999999997,5,4,2,542,11,Loyal
CUST2956,99,5,2571.37,5,3,2,532,10,Loyal
CUST2957,93,3,2067.56,5,2,1,521,8,Potential
CUST2958,188,2,80.44,4,1,1,411,6,At Risk
CUST2959,290,1,596.49,4,1,1,411,6,At Risk
CUST2960,279,2,330.01,4,1,1,411,6,At Risk
CUST2961,42,5,4243.04,5,3,2,532,10,Loyal
CUST2962,13,3,2270.8199999999997,5,2,2,522,9,Potential
CUST2963,4,5,2995.34,5,3,2,532,10,Loyal
CUST2964,5,3,2051.71,5,2,1,521,8,Potential
CUST2966,164,1,127.39,4,1,1,411,6,At Risk
CUST2967,588,2,882.0899999999999,1,1,1,111,3,At Risk
CUST2968,34,4,4129.05,5,2,2,522,9,Potential
CUST2969,44,2,1341.51,5,1,1,511,7,Potential
CUST2970,298,1,367.95,3,1,1,311,5,At Risk
CUST2971,5,2,4722.76,5,1,3,513,9,Potential
CUST2973,165,2,1016.87,4,1,1,411,6,At Risk
CUST2974,324,1,544.48,3,1,1,311,5,At Risk
CUST2975,122,3,704.48,5,2,1,521,8,Potential
CUST2976,396,1,282.64,3,1,1,311,5,At Risk
CUST2977,458,1,859.49,2,1,1,211,4,At Risk
CUST2978,265,3,1041.09,4,2,1,421,7,Potential
CUST2979,226,2,1899.6000000000001,4,1,1,411,6,At Risk
CUST2980,557,1,1262.7,2,1,1,211,4,At Risk
CUST2981,445,3,1770.91,2,2,1,221,5,At Risk
CUST2982,109,2,52.99,5,1,1,511,7,Potential
CUST2984,353,1,127.82000000000001,3,1,1,311,5,At Risk
CUST2985,402,1,339.43,3,1,1,311,5,At Risk
CUST2986,485,2,914.85,2,1,1,211,4,At Risk
CUST2987,300,1,51.76,3,1,1,311,5,At Risk
CUST2988,183,2,1447.55,4,1,1,411,6,At Risk
CUST2989,291,3,334.4,4,2,1,421,7,Potential
CUST2991,288,1,21.15,4,1,1,411,6,At Risk
CUST2992,459,2,369.62,2,1,1,211,4,At Risk
CUST2993,564,1,26.36,2,1,1,211,4,At Risk
CUST2994,486,2,466.09,2,1,1,211,4,At Risk
CUST2995,2,3,1684.63,5,2,1,521,8,Potential
CUST2996,5,3,5451.08,5,2,3,523,10,Loyal
CUST2997,26,3,3733.3199999999997,5,2,2,522,9,Potential
CUST2998,314,3,2166.94,3,2,1,321,6,At Risk
CUST3000,279,3,6211.75,4,2,3,423,9,Potential
CUST3002,283,1,21.34,4,1,1,411,6,At Risk
CUST3003,35,1,500.6,5,1,1,511,7,Potential
CUST3004,139,1,549.38,5,1,1,511,7,Potential
CUST3005,56,1,99.64,5,1,1,511,7,Potential
CUST3006,138,3,2150.55,5,2,1,521,8,Potential
CUST3007,424,1,1164.23,3,1,1,311,5,At Risk
CUST3008,139,3,692.99,5,2,1,521,8,Potential
CUST3009,219,1,662.4,4,1,1,411,6,At Risk
CUST3010,75,1,82.31,5,1,1,511,7,Potential
CUST3011,338,1,5.24,3,1,1,311,5,At Risk
CUST3012,78,2,1114.98,5,1,1,511,7,Potential
CUST3014,645,1,653.11,1,1,1,111,3,At Risk
CUST3015,335,2,957.1899999999999,3,1,1,311,5,At Risk
CUST3016,97,1,387.07,5,1,1,511,7,Potential
CUST3017,428,1,342.02,3,1,1,311,5,At Risk
CUST3018,434,1,1256.17,3,1,1,311,5,At Risk
CUST3019,157,2,1395.64,4,1,1,411,6,At Risk
CUST3020,451,2,1325.79,2,1,1,211,4,At Risk
CUST3021,96,1,184.54000000000002,5,1,1,511,7,Potential
CUST3022,381,3,2610.05,3,2,2,322,7,Potential
CUST3023,116,2,1098.72,5,1,1,511,7,Potential
CUST3024,718,1,588.72,1,1,1,111,3,At Risk
CUST3025,229,3,1337.97,4,2,1,421,7,Potential
CUST3026,314,3,2685.9,3,2,2,322,7,Potential
CUST3027,158,4,2728.64,4,2,2,422,8,Potential
CUST3028,281,1,35.54,4,1,1,411,6,At Risk
CUST3029,333,1,743.87,3,1,1,311,5,At Risk
CUST3031,110,2,1480.14,5,1,1,511,7,Potential
CUST3032,146,3,2883.02,5,2,2,522,9,Potential
CUST3033,98,2,684.72,5,1,1,511,7,Potential
CUST3035,640,1,2975.14,1,1,2,112,4,At Risk
CUST3036,19,5,3905.75,5,3,2,532,10,Loyal
CUST3037,129,4,2553.34,5,2,2,522,9,Potential
CUST3038,99,2,968.01,5,1,1,511,7,Potential
CUST3039,9,6,2320.9,5,4,2,542,11,Loyal
CUST3040,101,3,4329.18,5,2,2,522,9,Potential
CUST3041,394,2,1846.51,3,1,1,311,5,At Risk
CUST3042,14,3,203.02,5,2,1,521,8,Potential
CUST3043,233,1,26.64,4,1,1,411,6,At Risk
CUST3044,518,2,1043.1499999999999,2,1,1,211,4,At Risk
CUST3045,144,1,1832.53,5,1,1,511,7,Potential
CUST3047,237,2,4040.43,4,1,2,412,7,Potential
CUST3048,2,2,846.43,5,1,1,511,7,Potential
CUST3049,85,1,1277.61,5,1,1,511,7,Potential
CUST3052,128,3,3426.96,5,2,2,522,9,Potential
CUST3053,409,1,35.69,3,1,1,311,5,At Risk
CUST3054,213,1,27.65,4,1,1,411,6,At Risk
CUST3055,2,5,8159.59,5,3,4,534,12,Loyal
CUST3056,245,2,284.91,4,1,1,411,6,At Risk
CUST3058,260,3,1365.94,4,2,1,421,7,Potential
CUST3059,50,5,3358.45,5,3,2,532,10,Loyal
CUST3060,72,4,1848.23,5,2,1,521,8,Potential
CUST3061,495,2,476.21,2,1,1,211,4,At Risk
CUST3062,452,2,34.68,2,1,1,211,4,At Risk
CUST3063,161,3,1636.67,4,2,1,421,7,Potential
CUST3064,179,4,324.65999999999997,4,2,1,421,7,Potential
CUST3065,214,2,640.62,4,1,1,411,6,At Risk
CUST3066,40,1,1911.89,5,1,1,511,7,Potential
CUST3067,427,3,4857.6,3,2,3,323,8,Potential
CUST3068,419,2,548.14,3,1,1,311,5,At Risk
CUST3069,3,3,403.03999999999996,5,2,1,521,8,Potential
CUST3071,36,2,1770.4199999999998,5,1,1,511,7,Potential
CUST3073,652,1,222.45999999999998,1,1,1,111,3,At Risk
CUST3075,553,1,490.44,2,1,1,211,4,At Risk
CUST3076,337,3,5937.2699999999995,3,2,3,323,8,Potential
CUST3077,23,3,1447.17,5,2,1,521,8,Potential
CUST3080,623,1,66.67999999999999,1,1,1,111,3,At Risk
CUST3081,102,1,2019.35,5,1,1,511,7,Potential
CUST3082,75,1,35.67,5,1,1,511,7,Potential
CUST3083,50,3,2519.57,5,2,2,522,9,Potential
CUST3085,318,2,1255.74,3,1,1,311,5,At Risk
CUST3086,195,1,68.54,4,1,1,411,6,At Risk
CUST3087,6,1,4.21,5,1,1,511,7,Potential
CUST3089,33,2,1625.99,5,1,1,511,7,Potential
CUST3090,56,4,682.15,5,2,1,521,8,Potential
CUST3091,178,3,781.2,4,2,1,421,7,Potential
CUST3093,194,4,1823.24,4,2,1,421,7,Potential
CUST3094,423,2,505.28,3,1,1,311,5,At Risk
CUST3095,50,1,321.39000000000004,5,1,1,511,7,Potential
CUST3096,114,2,57.730000000000004,5,1,1,511,7,Potential
CUST3097,18,3,1891.2399999999998,5,2,1,521,8,Potential
CUST3098,134,2,628.5,5,1,1,511,7,Potential
CUST3099,543,1,171.23,2,1,1,211,4,At Risk
CUST3100,60,3,1264.1100000000001,5,2,1,521,8,Potential
CUST3101,266,1,887.82,4,1,1,411,6,At Risk
CUST3102,573,1,342.36,2,1,1,211,4,At Risk
CUST3103,583,2,4593.26,2,1,3,213,6,At Risk
CUST3104,376,1,89.27,3,1,1,311,5,At Risk
CUST3105,199,2,1180.95,4,1,1,411,6,At Risk
CUST3106,25,1,705.85,5,1,1,511,7,Potential
CUST3108,502,2,1465.96,2,1,1,211,4,At Risk
CUST3109,220,3,2047.25,4,2,1,421,7,Potential
CUST3110,31,5,1407.0500000000002,5,3,1,531,9,Potential
CUST3111,360,1,1683.51,3,1,1,311,5,At Risk
CUST3113,15,3,58.480000000000004,5,2,1,521,8,Potential
CUST3114,97,2,577.08,5,1,1,511,7,Potential
CUST3115,194,1,930.62,4,1,1,411,6,At Risk
CUST3116,35,2,1045.26,5,1,1,511,7,Potential
CUST3118,421,1,12.49,3,1,1,311,5,At Risk
CUST3119,351,4,739.67,3,2,1,321,6,At Risk
CUST3120,96,3,2755.2200000000003,5,2,2,522,9,Potential
CUST3121,564,1,70.28,2,1,1,211,4,At Risk
CUST3122,352,2,1055.72,3,1,1,311,5,At Risk
CUST3124,45,2,2048.6800000000003,5,1,1,511,7,Potential
CUST3125,122,3,999.91,5,2,1,521,8,Potential
CUST3126,120,2,1430.48,5,1,1,511,7,Potential
CUST3127,324,4,1007.07,3,2,1,321,6,At Risk
CUST3128,147,2,1834.75,5,1,1,511,7,Potential
CUST3129,85,3,2330.36,5,2,2,522,9,Potential
CUST3130,398,1,196.48000000000002,3,1,1,311,5,At Risk
CUST3131,17,3,107.6,5,2,1,521,8,Potential
CUST3132,6,2,4071.3900000000003,5,1,2,512,8,Potential
CUST3133,405,2,1236.18,3,1,1,311,5,At Risk
CUST3134,49,1,14.16,5,1,1,511,7,Potential
CUST3135,654,1,3727.04,1,1,2,112,4,At Risk
CUST3136,14,4,1314.79,5,2,1,521,8,Potential
CUST3138,497,2,1015.0100000000001,2,1,1,211,4,At Risk
CUST3139,226,2,2939.1,4,1,2,412,7,Potential
CUST3140,394,1,1313.27,3,1,1,311,5,At Risk
CUST3143,666,1,60.1,1,1,1,111,3,At Risk
CUST3144,440,1,2346.55,2,1,2,212,5,At Risk
CUST3145,476,3,3187.61,2,2,2,222,6,At Risk
CUST3146,19,3,1335.25,5,2,1,521,8,Potential
CUST3147,561,3,2412.4500000000003,2,2,2,222,6,At Risk
CUST3148,481,1,9.11,2,1,1,211,4,At Risk
CUST3149,61,1,112.34,5,1,1,511,7,Potential
CUST3152,380,1,704.23,3,1,1,311,5,At Risk
CUST3153,2,3,4498.71,5,2,2,522,9,Potential
CUST3154,423,1,1464.96,3,1,1,311,5,At Risk
CUST3155,277,3,385.34,4,2,1,421,7,Potential
CUST3156,156,2,579.55,4,1,1,411,6,At Risk
CUST3157,69,3,415.7,5,2,1,521,8,Potential
CUST3158,128,4,2327.11,5,2,2,522,9,Potential
CUST3161,293,3,1275.78,4,2,1,421,7,Potential
CUST3163,428,3,767.49,3,2,1,321,6,At Risk
CUST3164,204,2,243.31,4,1,1,411,6,At Risk
CUST3165,339,2,25.41,3,1,1,311,5,At Risk
CUST3168,8,3,616.4,5,2,1,521,8,Potential
CUST3169,468,1,643.1800000000001,2,1,1,211,4,At Risk
CUST3170,200,5,7709.05,4,3,4,434,11,Loyal
CUST3171,295,1,509.47,3,1,1,311,5,At Risk
CUST3172,707,1,3932.36,1,1,2,112,4,At Risk
CUST3173,332,4,2034.27,3,2,1,321,6,At Risk
CUST3174,80,3,183.56,5,2,1,521,8,Potential
CUST3175,213,2,401.24,4,1,1,411,6,At Risk
CUST3176,89,2,1315.03,5,1,1,511,7,Potential
CUST3177,198,1,1815.03,4,1,1,411,6,At Risk
CUST3178,43,1,108.63,5,1,1,511,7,Potential
CUST3179,410,2,1033.7900000000002,3,1,1,311,5,At Risk
CUST3180,239,2,1846.2199999999998,4,1,1,411,6,At Risk
CUST3181,49,4,830.72,5,2,1,521,8,Potential
CUST3182,122,1,95.91,5,1,1,511,7,Potential
CUST3184,362,3,1043.67,3,2,1,321,6,At Risk
CUST3187,426,2,1713.81,3,1,1,311,5,At Risk
CUST3189,60,1,455.41,5,1,1,511,7,Potential
CUST3190,251,1,3602.8,4,1,2,412,7,Potential
CUST3191,321,1,402.21,3,1,1,311,5,At Risk
CUST3192,212,1,205.91000000000003,4,1,1,411,6,At Risk
CUST3193,163,2,337.09,4,1,1,411,6,At Risk
CUST3194,30,2,100.52000000000001,5,1,1,511,7,Potential
CUST3195,165,4,1876.34,4,2,1,421,7,Potential
CUST3196,33,1,586.3100000000001,5,1,1,511,7,Potential
CUST3198,221,2,265.75,4,1,1,411,6,At Risk
CUST3199,154,2,244.0,4,1,1,411,6,At Risk
CUST3200,262,1,40.93,4,1,1,411,6,At Risk
CUST3201,538,1,25.35,2,1,1,211,4,At Risk
CUST3202,121,1,837.85,5,1,1,511,7,Potential
CUST3204,427,1,6136.0199999999995,3,1,3,313,7,Potential
CUST3205,486,1,643.25,2,1,1,211,4,At Risk
CUST3206,219,1,1089.77,4,1,1,411,6,At Risk
CUST3207,193,1,609.65,4,1,1,411,6,At Risk
CUST3208,384,2,2093.27,3,1,1,311,5,At Risk
CUST3209,494,2,1132.0900000000001,2,1,1,211,4,At Risk
CUST3210,288,2,1381.8600000000001,4,1,1,411,6,At Risk
CUST3211,273,3,1512.21,4,2,1,421,7,Potential
CUST3212,302,1,49.33,3,1,1,311,5,At Risk
CUST3213,465,1,603.63,2,1,1,211,4,At Risk
CUST3214,203,1,102.64,4,1,1,411,6,At Risk
CUST3216,73,3,1389.6000000000001,5,2,1,521,8,Potential
CUST3217,275,2,135.64,4,1,1,411,6,At Risk
CUST3218,475,3,413.62,2,2,1,221,5,At Risk
CUST3219,129,2,2468.07,5,1,2,512,8,Potential
CUST3221,139,2,922.31,5,1,1,511,7,Potential
CUST3222,174,4,2502.19,4,2,2,422,8,Potential
CUST3223,25,4,6606.280000000001,5,2,3,523,10,Loyal
CUST3224,11,3,5684.7699999999995,5,2,3,523,10,Loyal
CUST3225,177,1,813.16,4,1,1,411,6,At Risk
CUST3226,20,3,1871.4499999999998,5,2,1,521,8,Potential
CUST3227,39,3,2139.94,5,2,1,521,8,Potential
CUST3228,246,3,4905.7300000000005,4,2,3,423,9,Potential
CUST3230,12,6,5058.82,5,4,3,543,12,Loyal
CUST3231,346,2,847.56,3,1,1,311,5,At Risk
CUST3232,83,4,958.16,5,2,1,521,8,Potential
CUST3233,235,1,257.07,4,1,1,411,6,At Risk
CUST3234,38,1,227.99,5,1,1,511,7,Potential
CUST3235,16,3,1055.19,5,2,1,521,8,Potential
CUST3239,633,1,628.15,1,1,1,111,3,At Risk
CUST3240,52,3,825.13,5,2,1,521,8,Potential
CUST3241,80,3,6518.27,5,2,3,523,10,Loyal
CUST3242,58,5,2020.8799999999999,5,3,1,531,9,Potential
CUST3243,385,1,12.09,3,1,1,311,5,At Risk
CUST3244,121,1,3331.0999999999995,5,1,2,512,8,Potential
CUST3245,144,4,3226.82,5,2,2,522,9,Potential
CUST3246,387,1,1473.4099999999999,3,1,1,311,5,At Risk
CUST3247,406,2,847.82,3,1,1,311,5,At Risk
CUST3248,128,4,1598.49,5,2,1,521,8,Potential
CUST3250,5,4,804.99,5,2,1,521,8,Potential
CUST3251,705,1,869.8199999999999,1,1,1,111,3,At Risk
CUST3252,12,5,2789.75,5,3,2,532,10,Loyal
CUST3253,245,1,207.95,4,1,1,411,6,At Risk
CUST3254,350,2,1287.37,3,1,1,311,5,At Risk
CUST3255,6,1,71.4,5,1,1,511,7,Potential
CUST3256,261,2,694.9499999999999,4,1,1,411,6,At Risk
CUST3257,285,1,280.02,4,1,1,411,6,At Risk
CUST3258,157,3,2629.07,4,2,2,422,8,Potential
CUST3260,371,3,2829.18,3,2,2,322,7,Potential
CUST3261,26,2,1380.92,5,1,1,511,7,Potential
CUST3262,720,1,33.71,1,1,1,111,3,At Risk
CUST3263,355,1,184.04,3,1,1,311,5,At Risk
CUST3264,95,2,4568.969999999999,5,1,3,513,9,Potential
CUST3265,12,1,224.14,5,1,1,511,7,Potential
CUST3266,334,5,3204.6400000000003,3,3,2,332,8,Potential
CUST3267,298,3,1488.14,3,2,1,321,6,At Risk
CUST3268,27,4,3174.8900000000003,5,2,2,522,9,Potential
CUST3269,22,9,5240.95,5,5,3,553,13,Champions
CUST3270,16,4,5818.28,5,2,3,523,10,Loyal
CUST3272,192,1,166.44,4,1,1,411,6,At Risk
CUST3273,120,3,1690.75,5,2,1,521,8,Potential
CUST3274,11,2,2042.96,5,1,1,511,7,Potential
CUST3275,375,3,58.59,3,2,1,321,6,At Risk
CUST3276,381,1,1644.92,3,1,1,311,5,At Risk
CUST3277,265,3,1841.75,4,2,1,421,7,Potential
CUST3278,143,4,1012.49,5,2,1,521,8,Potential
CUST3279,473,1,658.0699999999999,2,1,1,211,4,At Risk
CUST3280,341,3,1379.66,3,2,1,321,6,At Risk
CUST3281,86,2,611.1,5,1,1,511,7,Potential
CUST3282,517,2,660.6400000000001,2,1,1,211,4,At Risk
CUST3283,643,2,1755.83,1,1,1,111,3,At Risk
CUST3284,34,3,407.38,5,2,1,521,8,Potential
CUST3285,244,3,1108.92,4,2,1,421,7,Potential
CUST3286,18,2,86.19,5,1,1,511,7,Potential
CUST3287,254,4,1114.29,4,2,1,421,7,Potential
CUST3288,236,3,2352.18,4,2,2,422,8,Potential
CUST3289,313,1,1105.95,3,1,1,311,5,At Risk
CUST3290,417,2,219.20999999999998,3,1,1,311,5,At Risk
CUST3291,47,3,2738.9,5,2,2,522,9,Potential
CUST3292,12,2,861.8299999999999,5,1,1,511,7,Potential
CUST3293,186,4,2574.18,4,2,2,422,8,Potential
CUST3294,56,4,2373.59,5,2,2,522,9,Potential
CUST3295,11,4,771.44,5,2,1,521,8,Potential
CUST3296,621,1,1811.4,1,1,1,111,3,At Risk
CUST3297,424,2,841.6,3,1,1,311,5,At Risk
CUST3298,428,2,439.42,3,1,1,311,5,At Risk
CUST3300,180,3,1537.43,4,2,1,421,7,Potential
CUST3301,386,1,1189.13,3,1,1,311,5,At Risk
CUST3302,12,4,2185.51,5,2,1,521,8,Potential
CUST3303,74,3,1822.6499999999999,5,2,1,521,8,Potential
CUST3304,451,1,695.97,2,1,1,211,4,At Risk
CUST3305,292,3,143.45,4,2,1,421,7,Potential
CUST3306,245,2,1615.82,4,1,1,411,6,At Risk
CUST3309,305,1,1844.72,3,1,1,311,5,At Risk
CUST3310,611,1,55.52,1,1,1,111,3,At Risk
CUST3311,11,4,1182.66,5,2,1,521,8,Potential
CUST3312,18,5,865.57,5,3,1,531,9,Potential
CUST3314,220,6,1379.8200000000002,4,4,1,441,9,Potential
CUST3315,248,1,1079.19,4,1,1,411,6,At Risk
CUST3316,241,2,66.95,4,1,1,411,6,At Risk
CUST3317,372,2,1082.18,3,1,1,311,5,At Risk
CUST3318,240,2,167.69,4,1,1,411,6,At Risk
CUST3319,318,3,430.58000000000004,3,2,1,321,6,At Risk
CUST3320,68,4,856.68,5,2,1,521,8,Potential
CUST3321,456,3,2578.61,2,2,2,222,6,At Risk
CUST3322,583,1,398.52,2,1,1,211,4,At Risk
CUST3323,25,3,642.77,5,2,1,521,8,Potential
CUST3324,558,1,617.78,2,1,1,211,4,At Risk
CUST3325,192,3,1311.38,4,2,1,421,7,Potential
CUST3326,89,1,654.79,5,1,1,511,7,Potential
CUST3329,169,2,1400.8999999999999,4,1,1,411,6,At Risk
CUST3330,269,4,2619.92,4,2,2,422,8,Potential
CUST3331,165,1,536.13,4,1,1,411,6,At Risk
CUST3332,377,1,2160.58,3,1,1,311,5,At Risk
CUST3333,39,1,1370.97,5,1,1,511,7,Potential
CUST3334,59,4,5266.65,5,2,3,523,10,Loyal
CUST3335,38,1,9.53,5,1,1,511,7,Potential
CUST3337,248,2,154.86,4,1,1,411,6,At Risk
CUST3338,19,1,2582.02,5,1,2,512,8,Potential
CUST3339,158,2,146.33,4,1,1,411,6,At Risk
CUST3340,272,1,960.11,4,1,1,411,6,At Risk
CUST3341,156,2,1241.4499999999998,4,1,1,411,6,At Risk
CUST3343,6,2,369.1,5,1,1,511,7,Potential
CUST3344,450,1,5.75,2,1,1,211,4,At Risk
CUST3346,387,2,657.0899999999999,3,1,1,311,5,At Risk
CUST3347,120,1,936.21,5,1,1,511,7,Potential
CUST3348,48,2,2321.5499999999997,5,1,2,512,8,Potential
CUST3349,10,1,1274.73,5,1,1,511,7,Potential
CUST3350,91,1,36.19,5,1,1,511,7,Potential
CUST3352,36,1,1296.28,5,1,1,511,7,Potential
CUST3355,28,1,326.48,5,1,1,511,7,Potential
CUST3356,643,1,762.6899999999999,1,1,1,111,3,At Risk
CUST3357,40,1,384.07,5,1,1,511,7,Potential
CUST3358,408,1,1918.74,3,1,1,311,5,At Risk
CUST3359,109,3,4341.82,5,2,2,522,9,Potential
CUST3360,36,1,2538.99,5,1,2,512,8,Potential
CUST3361,558,1,1314.52,2,1,1,211,4,At Risk
CUST3362,2,2,216.21,5,1,1,511,7,Potential
CUST3366,203,1,63.88,4,1,1,411,6,At Risk
CUST3367,240,1,195.64,4,1,1,411,6,At Risk
CUST3368,211,4,887.63,4,2,1,421,7,Potential
CUST3369,64,3,2736.7200000000003,5,2,2,522,9,Potential
CUST3370,80,4,1697.4,5,2,1,521,8,Potential
CUST3371,122,2,211.31,5,1,1,511,7,Potential
CUST3372,405,1,86.50999999999999,3,1,1,311,5,At Risk
CUST3373,228,3,1296.6399999999999,4,2,1,421,7,Potential
CUST3374,58,3,1392.28,5,2,1,521,8,Potential
CUST3375,554,1,196.56,2,1,1,211,4,At Risk
CUST3376,59,2,771.12,5,1,1,511,7,Potential
CUST3377,136,3,637.23,5,2,1,521,8,Potential
CUST3379,545,2,1666.29,2,1,1,211,4,At Risk
CUST3380,137,4,2131.9700000000003,5,2,1,521,8,Potential
CUST3381,206,1,1090.31,4,1,1,411,6,At Risk
CUST3382,16,1,2.58,5,1,1,511,7,Potential
CUST3383,280,1,461.43000000000006,4,1,1,411,6,At Risk
CUST3384,6,3,1964.72,5,2,1,521,8,Potential
CUST3385,171,4,2164.85,4,2,1,421,7,Potential
CUST3386,176,3,180.79,4,2,1,421,7,Potential
CUST3387,338,4,1782.21,3,2,1,321,6,At Risk
CUST3388,691,1,19.75,1,1,1,111,3,At Risk
CUST3389,263,1,19.7,4,1,1,411,6,At Risk
CUST3390,300,5,541.55,3,3,1,331,7,Potential
CUST3392,146,3,4342.11,5,2,2,522,9,Potential
CUST3393,30,2,76.42,5,1,1,511,7,Potential
CUST3394,58,2,220.07,5,1,1,511,7,Potential
CUST3395,224,4,2018.94,4,2,1,421,7,Potential
CUST3396,86,2,1646.3,5,1,1,511,7,Potential
CUST3398,443,1,1017.21,2,1,1,211,4,At Risk
CUST3399,122,2,1579.21,5,1,1,511,7,Potential
CUST3400,389,2,1241.95,3,1,1,311,5,At Risk
CUST3401,17,4,1842.54,5,2,1,521,8,Potential
CUST3402,201,3,4434.1,4,2,2,422,8,Potential
CUST3404,278,3,1320.3799999999999,4,2,1,421,7,Potential
CUST3405,240,4,2989.01,4,2,2,422,8,Potential
CUST3406,52,3,774.5,5,2,1,521,8,Potential
CUST3407,98,3,2741.0099999999998,5,2,2,522,9,Potential
CUST3408,521,2,624.25,2,1,1,211,4,At Risk
CUST3410,198,2,102.85000000000001,4,1,1,411,6,At Risk
CUST3411,11,3,8130.84,5,2,4,524,11,Loyal
CUST3412,78,3,1582.0800000000002,5,2,1,521,8,Potential
CUST3413,46,3,1109.28,5,2,1,521,8,Potential
CUST3415,712,1,82.62,1,1,1,111,3,At Risk
CUST3416,5,3,2757.95,5,2,2,522,9,Potential
CUST3417,564,1,384.59,2,1,1,211,4,At Risk
CUST3418,213,5,1178.8600000000001,4,3,1,431,8,Potential
CUST3419,236,3,208.71,4,2,1,421,7,Potential
CUST3420,23,5,659.0899999999999,5,3,1,531,9,Potential
CUST3421,263,1,1121.62,4,1,1,411,6,At Risk
CUST3422,62,3,1338.0200000000002,5,2,1,521,8,Potential
CUST3423,298,1,818.35,3,1,1,311,5,At Risk
CUST3424,495,1,256.62,2,1,1,211,4,At Risk
CUST3425,30,2,86.35,5,1,1,511,7,Potential
CUST3426,338,2,825.8,3,1,1,311,5,At Risk
CUST3427,51,2,906.8100000000001,5,1,1,511,7,Potential
CUST3428,52,2,2105.56,5,1,1,511,7,Potential
CUST3431,234,2,508.99,4,1,1,411,6,At Risk
CUST3432,120,1,17.29,5,1,1,511,7,Potential
CUST3433,29,4,378.09000000000003,5,2,1,521,8,Potential
CUST3434,699,1,16.96,1,1,1,111,3,At Risk
CUST3436,63,2,1194.73,5,1,1,511,7,Potential
CUST3437,36,2,76.75,5,1,1,511,7,Potential
CUST3440,506,1,1585.26,2,1,1,211,4,At Risk
CUST3441,140,5,3157.8300000000004,5,3,2,532,10,Loyal
CUST3442,436,1,133.43,3,1,1,311,5,At Risk
CUST3443,135,1,624.21,5,1,1,511,7,Potential
CUST3444,199,3,1309.94,4,2,1,421,7,Potential
CUST3445,181,2,835.0500000000001,4,1,1,411,6,At Risk
CUST3446,364,1,1628.3700000000001,3,1,1,311,5,At Risk
CUST3447,453,3,877.7,2,2,1,221,5,At Risk
CUST3448,39,3,2924.44,5,2,2,522,9,Potential
CUST3449,68,3,3341.2999999999997,5,2,2,522,9,Potential
CUST3451,698,1,805.1200000000001,1,1,1,111,3,At Risk
CUST3452,348,2,574.9300000000001,3,1,1,311,5,At Risk
CUST3453,9,4,848.23,5,2,1,521,8,Potential
CUST3454,157,3,773.1700000000001,4,2,1,421,7,Potential
CUST3455,199,2,486.84,4,1,1,411,6,At Risk
